DogName,CollarID,x,y,Timestamp,DOP,State,Sex
Tangiers,NA,23.7163387,-19.1815453,2014-10-08T20:23:10Z,NA,Resident,NA
Tangiers,NA,23.7163051,-19.1815478,2014-10-08T20:28:08Z,NA,Resident,NA
Tangiers,NA,23.7163429,-19.1815505,2014-10-08T20:48:16Z,NA,Resident,NA
Tangiers,NA,23.7163368,-19.1815522,2014-10-08T20:53:16Z,NA,Resident,NA
Tangiers,NA,23.7162786,-19.1815477,2014-10-08T21:20:44Z,NA,Resident,NA
Tangiers,NA,23.7158222,-19.1814096,2014-10-08T21:25:44Z,NA,Resident,NA
Tangiers,NA,23.7153942,-19.1790807,2014-10-08T21:30:44Z,NA,Resident,NA
Tangiers,NA,23.7123413,-19.1734875,2014-10-08T21:40:44Z,NA,Resident,NA
Tangiers,NA,23.7094387,-19.1727785,2014-10-08T21:45:45Z,NA,Resident,NA
Tangiers,NA,23.7073268,-19.1704121,2014-10-08T21:50:44Z,NA,Resident,NA
Tangiers,NA,23.7052476,-19.1692387,2014-10-08T21:55:44Z,NA,Resident,NA
Tangiers,NA,23.7077326,-19.174311,2014-10-08T22:11:07Z,NA,Resident,NA
Tangiers,NA,23.7076408,-19.1741194,2014-10-08T22:18:30Z,NA,Resident,NA
Tangiers,NA,23.7089359,-19.1725773,2014-10-08T22:23:30Z,NA,Resident,NA
Tangiers,NA,23.7108032,-19.1731426,2014-10-08T22:28:30Z,NA,Resident,NA
Tangiers,NA,23.7162028,-19.1697319,2014-10-08T22:38:30Z,NA,Resident,NA
Tangiers,NA,23.7178826,-19.1693504,2014-10-08T22:43:30Z,NA,Resident,NA
Tangiers,NA,23.7175701,-19.170636,2014-10-08T22:48:30Z,NA,Resident,NA
Tangiers,NA,23.7208599,-19.1726099,2014-10-08T22:53:30Z,NA,Resident,NA
Tangiers,NA,23.7206632,-19.1730328,2014-10-08T22:58:30Z,NA,Resident,NA
Tangiers,NA,23.721964,-19.1706384,2014-10-08T23:03:30Z,NA,Resident,NA
Tangiers,NA,23.7239861,-19.1694267,2014-10-08T23:08:30Z,NA,Resident,NA
Tangiers,NA,23.7275896,-19.1683216,2014-10-08T23:13:30Z,NA,Resident,NA
Tangiers,NA,23.7291466,-19.1695377,2014-10-08T23:18:30Z,NA,Resident,NA
Tangiers,NA,23.7275611,-19.1721965,2014-10-08T23:23:30Z,NA,Resident,NA
Tangiers,NA,23.725521,-19.1688491,2014-10-08T23:28:30Z,NA,Resident,NA
Tangiers,NA,23.7238258,-19.1694214,2014-10-08T23:33:29Z,NA,Resident,NA
Tangiers,NA,23.7230925,-19.1725925,2014-10-08T23:38:29Z,NA,Resident,NA
Tangiers,NA,23.723083,-19.1725839,2014-10-08T23:55:13Z,NA,Resident,NA
Tangiers,NA,23.7231235,-19.1726467,2014-10-09T00:44:48Z,NA,Resident,NA
Tangiers,NA,23.7231282,-19.1726543,2014-10-09T01:12:35Z,NA,Resident,NA
Tangiers,NA,23.7231366,-19.1724564,2014-10-09T01:17:35Z,NA,Resident,NA
Tangiers,NA,23.7231356,-19.172457,2014-10-09T02:18:07Z,NA,Resident,NA
Tangiers,NA,23.7231528,-19.1724506,2014-10-09T03:17:44Z,NA,Resident,NA
Tangiers,NA,23.7228653,-19.1722303,2014-10-09T03:22:38Z,NA,Resident,NA
Tangiers,NA,23.7220225,-19.1698973,2014-10-09T03:27:38Z,NA,Resident,NA
Tangiers,NA,23.7231759,-19.1664402,2014-10-09T03:32:38Z,NA,Resident,NA
Tangiers,NA,23.7249112,-19.1655767,2014-10-09T03:37:38Z,NA,Resident,NA
Tangiers,NA,23.7271013,-19.16494,2014-10-09T03:42:38Z,NA,Resident,NA
Tangiers,NA,23.7280817,-19.166451,2014-10-09T03:47:38Z,NA,Resident,NA
Tangiers,NA,23.7304108,-19.1689252,2014-10-09T03:52:38Z,NA,Resident,NA
Tangiers,NA,23.7309399,-19.1677321,2014-10-09T03:57:39Z,NA,Resident,NA
Tangiers,NA,23.7309115,-19.1675821,2014-10-09T04:02:38Z,NA,Resident,NA
Tangiers,NA,23.7276706,-19.1660669,2014-10-09T04:07:38Z,NA,Resident,NA
Tangiers,NA,23.7264044,-19.1647875,2014-10-09T04:12:38Z,NA,Resident,NA
Tangiers,NA,23.7243213,-19.1656454,2014-10-09T04:17:38Z,NA,Resident,NA
Tangiers,NA,23.7211906,-19.1680498,2014-10-09T04:22:38Z,NA,Resident,NA
Tangiers,NA,23.7176205,-19.1687704,2014-10-09T04:27:40Z,NA,Resident,NA
Tangiers,NA,23.7150373,-19.1683465,2014-10-09T04:32:41Z,NA,Resident,NA
Tangiers,NA,23.7148087,-19.1674835,2014-10-09T04:37:38Z,NA,Resident,NA
Tangiers,NA,23.7171082,-19.1671085,2014-10-09T04:42:38Z,NA,Resident,NA
Tangiers,NA,23.7180448,-19.1660505,2014-10-09T04:57:38Z,NA,Resident,NA
Tangiers,NA,23.7192132,-19.1660768,2014-10-09T05:02:38Z,NA,Resident,NA
Tangiers,NA,23.7173357,-19.1681114,2014-10-09T05:07:38Z,NA,Resident,NA
Tangiers,NA,23.7164003,-19.1681373,2014-10-09T05:12:38Z,NA,Resident,NA
Tangiers,NA,23.7164636,-19.1680441,2014-10-09T05:33:38Z,NA,Resident,NA
Tangiers,NA,23.7164844,-19.1680515,2014-10-09T06:06:40Z,NA,Resident,NA
Tangiers,NA,23.7163853,-19.1679559,2014-10-09T07:08:09Z,NA,Resident,NA
Tangiers,NA,23.7163997,-19.1679586,2014-10-09T07:42:00Z,NA,Resident,NA
Tangiers,NA,23.7163978,-19.1679364,2014-10-09T07:53:34Z,NA,Resident,NA
Tangiers,NA,23.7164198,-19.1679937,2014-10-09T08:15:04Z,NA,Resident,NA
Tangiers,NA,23.715536,-19.16828,2014-10-09T09:17:08Z,NA,Resident,NA
Tangiers,NA,23.7146424,-19.1676849,2014-10-09T13:27:31Z,NA,Resident,NA
Tangiers,NA,23.7146268,-19.1676585,2014-10-09T13:31:58Z,NA,Resident,NA
Tangiers,NA,23.7146538,-19.1676565,2014-10-09T13:36:58Z,NA,Resident,NA
Tangiers,NA,23.7149833,-19.1677887,2014-10-09T13:42:01Z,NA,Resident,NA
Tangiers,NA,23.7149852,-19.1678306,2014-10-09T14:43:37Z,NA,Resident,NA
Tangiers,NA,23.7149794,-19.1678239,2014-10-09T14:57:46Z,NA,Resident,NA
Tangiers,NA,23.7150052,-19.1678447,2014-10-09T15:03:38Z,NA,Resident,NA
Tangiers,NA,23.7148273,-19.1678878,2014-10-09T15:12:43Z,NA,Resident,NA
Tangiers,NA,23.7147753,-19.1678077,2014-10-09T15:17:40Z,NA,Resident,NA
Tangiers,NA,23.7147852,-19.1678198,2014-10-09T15:25:06Z,NA,Resident,NA
Tangiers,NA,23.7131431,-19.169459,2014-10-09T15:30:06Z,NA,Resident,NA
Tangiers,NA,23.7115508,-19.1695647,2014-10-09T15:35:06Z,NA,Resident,NA
Tangiers,NA,23.7102595,-19.1698579,2014-10-09T15:40:06Z,NA,Resident,NA
Tangiers,NA,23.7086262,-19.1708025,2014-10-09T15:45:06Z,NA,Resident,NA
Tangiers,NA,23.7039921,-19.1691418,2014-10-09T16:05:05Z,NA,Resident,NA
Tangiers,NA,23.704045700000002,-19.169168,2014-10-09T16:10:04Z,NA,Resident,NA
Tangiers,NA,23.704026,-19.1691619,2014-10-09T16:15:06Z,NA,Resident,NA
Tangiers,NA,23.7038623,-19.1692941,2014-10-09T16:20:04Z,NA,Resident,NA
Tangiers,NA,23.7038555,-19.1692898,2014-10-09T16:25:04Z,NA,Resident,NA
Tangiers,NA,23.703912,-19.1692745,2014-10-09T16:32:43Z,NA,Resident,NA
Tangiers,NA,23.7040397,-19.1693752,2014-10-09T16:37:48Z,NA,Resident,NA
Tangiers,NA,23.7039832,-19.1692158,2014-10-09T16:42:44Z,NA,Resident,NA
Tangiers,NA,23.7039413,-19.1692443,2014-10-09T16:47:44Z,NA,Resident,NA
Tangiers,NA,23.7039326,-19.1692797,2014-10-09T16:52:44Z,NA,Resident,NA
Tangiers,NA,23.7039248,-19.169308,2014-10-09T17:02:44Z,NA,Resident,NA
Tangiers,NA,23.7039044,-19.1692862,2014-10-09T17:07:45Z,NA,Resident,NA
Tangiers,NA,23.7037525,-19.1694442,2014-10-09T17:12:45Z,NA,Resident,NA
Tangiers,NA,23.703587,-19.1695897,2014-10-09T17:17:43Z,NA,Resident,NA
Tangiers,NA,23.7041858,-19.1716103,2014-10-09T17:22:43Z,NA,Resident,NA
Tangiers,NA,23.7044149,-19.171492,2014-10-09T17:27:43Z,NA,Resident,NA
Tangiers,NA,23.7044707,-19.1715099,2014-10-09T17:41:34Z,NA,Resident,NA
Tangiers,NA,23.7044808,-19.1715288,2014-10-09T18:09:37Z,NA,Resident,NA
Tangiers,NA,23.7042659,-19.1715012,2014-10-09T18:14:09Z,NA,Resident,NA
Tangiers,NA,23.7044775,-19.1714806,2014-10-09T18:19:09Z,NA,Resident,NA
Tangiers,NA,23.7044865,-19.1714708,2014-10-09T18:31:17Z,NA,Resident,NA
Tangiers,NA,23.7044752,-19.1714542,2014-10-09T19:11:49Z,NA,Resident,NA
Tangiers,NA,23.7044149,-19.1714705,2014-10-09T19:26:35Z,NA,Resident,NA
Tangiers,NA,23.7045231,-19.1714604,2014-10-09T19:55:31Z,NA,Resident,NA
Tangiers,NA,23.7044047,-19.1714768,2014-10-09T20:18:17Z,NA,Resident,NA
Tangiers,NA,23.7045342,-19.1715544,2014-10-09T21:12:18Z,NA,Resident,NA
Tangiers,NA,23.7043048,-19.1714654,2014-10-09T22:11:36Z,NA,Resident,NA
Tangiers,NA,23.7043226,-19.1714751,2014-10-09T22:33:24Z,NA,Resident,NA
Tangiers,NA,23.7045244,-19.1714589,2014-10-09T22:39:12Z,NA,Resident,NA
Tangiers,NA,23.7045906,-19.171434,2014-10-09T23:42:20Z,NA,Resident,NA
Tangiers,NA,23.7046221,-19.1714155,2014-10-10T02:22:01Z,NA,Resident,NA
Tangiers,NA,23.7046185,-19.171427,2014-10-10T02:28:33Z,NA,Resident,NA
Tangiers,NA,23.7046125,-19.1714449,2014-10-10T02:36:13Z,NA,Resident,NA
Tangiers,NA,23.7044644,-19.1714512,2014-10-10T02:50:57Z,NA,Resident,NA
Tangiers,NA,23.7022834,-19.1713757,2014-10-10T02:55:58Z,NA,Resident,NA
Tangiers,NA,23.7024478,-19.1716994,2014-10-10T03:00:57Z,NA,Resident,NA
Tangiers,NA,23.7027288,-19.1703873,2014-10-10T03:05:57Z,NA,Resident,NA
Tangiers,NA,23.703833,-19.1693139,2014-10-10T03:10:57Z,NA,Resident,NA
Tangiers,NA,23.7044632,-19.1691475,2014-10-10T03:15:57Z,NA,Resident,NA
Tangiers,NA,23.7057443,-19.1692795,2014-10-10T03:20:57Z,NA,Resident,NA
Tangiers,NA,23.7067929,-19.1683622,2014-10-10T03:25:57Z,NA,Resident,NA
Tangiers,NA,23.7064925,-19.1678064,2014-10-10T03:30:57Z,NA,Resident,NA
Tangiers,NA,23.7049293,-19.1692535,2014-10-10T03:35:57Z,NA,Resident,NA
Tangiers,NA,23.7041791,-19.1691909,2014-10-10T03:45:57Z,NA,Resident,NA
Tangiers,NA,23.7027731,-19.1876231,2014-10-10T04:28:46Z,NA,Resident,NA
Tangiers,NA,23.6842345,-19.1916879,2014-10-10T04:53:46Z,NA,Resident,NA
Tangiers,NA,23.6881689,-19.1909175,2014-10-10T04:58:46Z,NA,Resident,NA
Tangiers,NA,23.6813226,-19.1937457,2014-10-10T05:08:46Z,NA,Resident,NA
Tangiers,NA,23.6788351,-19.1939713,2014-10-10T05:13:46Z,NA,Resident,NA
Tangiers,NA,23.6790105,-19.1978524,2014-10-10T05:18:46Z,NA,Resident,NA
Tangiers,NA,23.6791525,-19.1972331,2014-10-10T05:23:48Z,NA,Resident,NA
Tangiers,NA,23.6790143,-19.1977512,2014-10-10T05:34:07Z,NA,Resident,NA
Tangiers,NA,23.6790011,-19.1977818,2014-10-10T05:39:20Z,NA,Resident,NA
Tangiers,NA,23.6790384,-19.1977665,2014-10-10T05:50:54Z,NA,Resident,NA
Tangiers,NA,23.6790557,-19.1978052,2014-10-10T05:55:54Z,NA,Resident,NA
Tangiers,NA,23.6790816,-19.1978437,2014-10-10T06:32:04Z,NA,Resident,NA
Tangiers,NA,23.6791942,-19.1978216,2014-10-10T09:44:31Z,NA,Resident,NA
Tangiers,NA,23.6792454,-19.1977975,2014-10-10T12:04:07Z,NA,Resident,NA
Tangiers,NA,23.6792202,-19.1978151,2014-10-10T13:18:07Z,NA,Resident,NA
Tangiers,NA,23.6792493,-19.1978085,2014-10-10T13:22:55Z,NA,Resident,NA
Tangiers,NA,23.6792402,-19.1978231,2014-10-10T13:27:55Z,NA,Resident,NA
Tangiers,NA,23.6792452,-19.1978243,2014-10-10T13:35:59Z,NA,Resident,NA
Tangiers,NA,23.6792378,-19.1978385,2014-10-10T13:40:58Z,NA,Resident,NA
Tangiers,NA,23.6793135,-19.1978311,2014-10-10T13:47:56Z,NA,Resident,NA
Tangiers,NA,23.6792822,-19.1978462,2014-10-10T13:52:56Z,NA,Resident,NA
Tangiers,NA,23.679297300000002,-19.1978505,2014-10-10T13:57:56Z,NA,Resident,NA
Tangiers,NA,23.6792814,-19.1978353,2014-10-10T14:37:27Z,NA,Resident,NA
Tangiers,NA,23.679292,-19.197847,2014-10-10T14:54:50Z,NA,Resident,NA
Tangiers,NA,23.6793422,-19.1978298,2014-10-10T15:07:10Z,NA,Resident,NA
Tangiers,NA,23.6665686,-19.1969979,2014-10-10T17:00:01Z,NA,Resident,NA
Tangiers,NA,23.666538,-19.1969867,2014-10-10T17:04:31Z,NA,Resident,NA
Tangiers,NA,23.6665503,-19.1969895,2014-10-10T17:09:31Z,NA,Resident,NA
Tangiers,NA,23.6664422,-19.1970175,2014-10-10T17:14:31Z,NA,Resident,NA
Tangiers,NA,23.6665489,-19.1970217,2014-10-10T17:19:31Z,NA,Resident,NA
Tangiers,NA,23.6665453,-19.1969748,2014-10-10T17:28:27Z,NA,Resident,NA
Tangiers,NA,23.6664836,-19.1971123,2014-10-10T17:33:27Z,NA,Resident,NA
Tangiers,NA,23.6664839,-19.1972512,2014-10-10T17:38:27Z,NA,Resident,NA
Tangiers,NA,23.6664585,-19.1973985,2014-10-10T17:43:27Z,NA,Resident,NA
Tangiers,NA,23.6665123,-19.1981724,2014-10-10T17:48:27Z,NA,Resident,NA
Tangiers,NA,23.666596,-19.1988742,2014-10-10T17:53:27Z,NA,Resident,NA
Tangiers,NA,23.668574,-19.2053213,2014-10-10T18:03:27Z,NA,Resident,NA
Tangiers,NA,23.6685998,-19.2052589,2014-10-10T19:46:37Z,NA,Resident,NA
Tangiers,NA,23.6685873,-19.2052618,2014-10-10T19:53:35Z,NA,Resident,NA
Tangiers,NA,23.6685277,-19.2051853,2014-10-10T21:00:37Z,NA,Resident,NA
Tangiers,NA,23.6685217,-19.2050892,2014-10-10T21:40:17Z,NA,Resident,NA
Tangiers,NA,23.6685078,-19.2050533,2014-10-10T22:21:45Z,NA,Resident,NA
Tangiers,NA,23.6685368,-19.2050742,2014-10-10T22:55:37Z,NA,Resident,NA
Tangiers,NA,23.6685486,-19.2050508,2014-10-10T23:07:19Z,NA,Resident,NA
Tangiers,NA,23.6685588,-19.205095,2014-10-11T00:07:30Z,NA,Resident,NA
Tangiers,NA,23.6685572,-19.2050764,2014-10-11T01:07:27Z,NA,Resident,NA
Tangiers,NA,23.6684955,-19.2051357,2014-10-11T01:54:03Z,NA,Resident,NA
Tangiers,NA,23.6684597,-19.2051254,2014-10-11T02:24:07Z,NA,Resident,NA
Tangiers,NA,23.6684591,-19.2051114,2014-10-11T02:40:22Z,NA,Resident,NA
Tangiers,NA,23.6684472,-19.2051492,2014-10-11T02:50:54Z,NA,Resident,NA
Tangiers,NA,23.668479,-19.2051363,2014-10-11T02:58:12Z,NA,Resident,NA
Tangiers,NA,23.6684654,-19.2051144,2014-10-11T03:25:31Z,NA,Resident,NA
Tangiers,NA,23.6684453,-19.2050297,2014-10-11T03:30:31Z,NA,Resident,NA
Tangiers,NA,23.6681738,-19.2047722,2014-10-11T03:35:30Z,NA,Resident,NA
Tangiers,NA,23.665604,-19.2038445,2014-10-11T03:40:30Z,NA,Resident,NA
Tangiers,NA,23.6521765,-19.1985047,2014-10-11T03:55:29Z,NA,Resident,NA
Tangiers,NA,23.648766,-19.1958582,2014-10-11T04:00:31Z,NA,Resident,NA
Tangiers,NA,23.6451225,-19.1952031,2014-10-11T04:05:31Z,NA,Resident,NA
Tangiers,NA,23.6428727,-19.1955161,2014-10-11T04:10:29Z,NA,Resident,NA
Tangiers,NA,23.641681,-19.19681,2014-10-11T04:15:29Z,NA,Resident,NA
Tangiers,NA,23.6411465,-19.1968929,2014-10-11T04:20:29Z,NA,Resident,NA
Tangiers,NA,23.6421106,-19.1949861,2014-10-11T04:25:29Z,NA,Resident,NA
Tangiers,NA,23.6407676,-19.1939567,2014-10-11T04:30:29Z,NA,Resident,NA
Tangiers,NA,23.6415247,-19.1940096,2014-10-11T04:35:29Z,NA,Resident,NA
Tangiers,NA,23.6425125,-19.1952664,2014-10-11T04:40:29Z,NA,Resident,NA
Tangiers,NA,23.6425282,-19.1952324,2014-10-11T04:45:31Z,NA,Resident,NA
Tangiers,NA,23.6432491,-19.1966179,2014-10-11T04:55:29Z,NA,Resident,NA
Tangiers,NA,23.6425251,-19.195897,2014-10-11T05:00:30Z,NA,Resident,NA
Tangiers,NA,23.6424036,-19.1958696,2014-10-11T05:05:47Z,NA,Resident,NA
Tangiers,NA,23.6423979,-19.1958033,2014-10-11T05:10:29Z,NA,Resident,NA
Tangiers,NA,23.6424077,-19.1957693,2014-10-11T05:15:29Z,NA,Resident,NA
Tangiers,NA,23.6424212,-19.1949914,2014-10-11T05:20:29Z,NA,Resident,NA
Tangiers,NA,23.642856599999998,-19.1955793,2014-10-11T05:25:29Z,NA,Resident,NA
Tangiers,NA,23.6428042,-19.1955946,2014-10-11T05:30:31Z,NA,Resident,NA
Tangiers,NA,23.6429516,-19.195585,2014-10-11T05:45:07Z,NA,Resident,NA
Tangiers,NA,23.6431807,-19.195578,2014-10-11T05:49:55Z,NA,Resident,NA
Tangiers,NA,23.6448007,-19.1953147,2014-10-11T05:54:55Z,NA,Resident,NA
Tangiers,NA,23.6467869,-19.1951399,2014-10-11T06:00:25Z,NA,Resident,NA
Tangiers,NA,23.646784,-19.1951293,2014-10-11T06:04:55Z,NA,Resident,NA
Tangiers,NA,23.6468421,-19.1951462,2014-10-11T06:09:55Z,NA,Resident,NA
Tangiers,NA,23.6468343,-19.1951705,2014-10-11T06:29:49Z,NA,Resident,NA
Tangiers,NA,23.6468236,-19.1951346,2014-10-11T06:39:41Z,NA,Resident,NA
Tangiers,NA,23.6468791,-19.195135,2014-10-11T06:44:39Z,NA,Resident,NA
Tangiers,NA,23.6469766,-19.1951521,2014-10-11T07:07:23Z,NA,Resident,NA
Tangiers,NA,23.6472725,-19.1956663,2014-10-11T07:12:21Z,NA,Resident,NA
Tangiers,NA,23.6483384,-19.1941458,2014-10-11T07:43:51Z,NA,Resident,NA
Tangiers,NA,23.6483102,-19.1941246,2014-10-11T08:06:29Z,NA,Resident,NA
Tangiers,NA,23.6483882,-19.1940604,2014-10-11T08:11:31Z,NA,Resident,NA
Tangiers,NA,23.648392,-19.1940889,2014-10-11T08:16:28Z,NA,Resident,NA
Tangiers,NA,23.6483063,-19.1941617,2014-10-11T08:52:51Z,NA,Resident,NA
Tangiers,NA,23.6483229,-19.1941262,2014-10-11T09:07:08Z,NA,Resident,NA
Tangiers,NA,23.6483496,-19.1941503,2014-10-11T09:12:09Z,NA,Resident,NA
Tangiers,NA,23.6483066,-19.1940925,2014-10-11T09:27:21Z,NA,Resident,NA
Tangiers,NA,23.6483708,-19.1940446,2014-10-11T09:32:21Z,NA,Resident,NA
Tangiers,NA,23.6482685,-19.1940837,2014-10-11T14:00:37Z,NA,Resident,NA
Tangiers,NA,23.6483988,-19.194318,2014-10-11T15:18:31Z,NA,Resident,NA
Tangiers,NA,23.6482575,-19.1944322,2014-10-11T15:23:04Z,NA,Resident,NA
Tangiers,NA,23.6481898,-19.1943798,2014-10-11T15:28:01Z,NA,Resident,NA
Tangiers,NA,23.6482266,-19.1944299,2014-10-11T15:33:51Z,NA,Resident,NA
Tangiers,NA,23.647347,-19.195134,2014-10-11T15:38:51Z,NA,Resident,NA
Tangiers,NA,23.6463762,-19.1954407,2014-10-11T15:43:51Z,NA,Resident,NA
Tangiers,NA,23.6463585,-19.1954531,2014-10-11T15:48:52Z,NA,Resident,NA
Tangiers,NA,23.6462123,-19.195181,2014-10-11T15:53:51Z,NA,Resident,NA
Tangiers,NA,23.6490668,-19.1973001,2014-10-11T15:58:51Z,NA,Resident,NA
Tangiers,NA,23.6484645,-19.1985259,2014-10-11T16:03:49Z,NA,Resident,NA
Tangiers,NA,23.646868,-19.199451,2014-10-11T16:08:51Z,NA,Resident,NA
Tangiers,NA,23.6443998,-19.1995036,2014-10-11T16:13:52Z,NA,Resident,NA
Tangiers,NA,23.644025,-19.199927,2014-10-11T16:18:51Z,NA,Resident,NA
Tangiers,NA,23.6443875,-19.2059559,2014-10-11T16:28:54Z,NA,Resident,NA
Tangiers,NA,23.6462693,-19.2084096,2014-10-11T16:38:51Z,NA,Resident,NA
Tangiers,NA,23.6453845,-19.2044962,2014-10-11T16:48:51Z,NA,Resident,NA
Tangiers,NA,23.6417096,-19.2092215,2014-10-11T17:39:07Z,NA,Resident,NA
Tangiers,NA,23.6445272,-19.2086922,2014-10-11T17:43:51Z,NA,Resident,NA
Tangiers,NA,23.6475326,-19.2086518,2014-10-11T17:48:51Z,NA,Resident,NA
Tangiers,NA,23.6502262,-19.207752,2014-10-11T17:53:51Z,NA,Resident,NA
Tangiers,NA,23.6508402,-19.2075834,2014-10-11T17:58:51Z,NA,Resident,NA
Tangiers,NA,23.6517694,-19.2068833,2014-10-11T18:03:51Z,NA,Resident,NA
Tangiers,NA,23.6518455,-19.2068727,2014-10-11T18:15:04Z,NA,Resident,NA
Tangiers,NA,23.6519504,-19.2069523,2014-10-11T18:20:04Z,NA,Resident,NA
Tangiers,NA,23.651981,-19.2069529,2014-10-11T18:27:30Z,NA,Resident,NA
Tangiers,NA,23.6551627,-19.2083729,2014-10-11T18:37:30Z,NA,Resident,NA
Tangiers,NA,23.6578299,-19.2095576,2014-10-11T18:42:30Z,NA,Resident,NA
Tangiers,NA,23.6592489,-19.211306,2014-10-11T18:47:30Z,NA,Resident,NA
Tangiers,NA,23.6592543,-19.2112838,2014-10-11T19:47:37Z,NA,Resident,NA
Tangiers,NA,23.6592738,-19.2113311,2014-10-11T19:54:50Z,NA,Resident,NA
Tangiers,NA,23.6595024,-19.2117749,2014-10-11T21:02:32Z,NA,Resident,NA
Tangiers,NA,23.6595086,-19.2117621,2014-10-11T21:07:32Z,NA,Resident,NA
Tangiers,NA,23.6594869,-19.2117546,2014-10-11T21:12:32Z,NA,Resident,NA
Tangiers,NA,23.6595181,-19.211723,2014-10-11T21:38:06Z,NA,Resident,NA
Tangiers,NA,23.6594789,-19.2117525,2014-10-11T23:16:37Z,NA,Resident,NA
Tangiers,NA,23.6594954,-19.2117427,2014-10-12T00:16:20Z,NA,Resident,NA
Tangiers,NA,23.6594969,-19.2117172,2014-10-12T01:13:28Z,NA,Resident,NA
Tangiers,NA,23.659485,-19.2117316,2014-10-12T01:59:14Z,NA,Resident,NA
Tangiers,NA,23.661693,-19.2115639,2014-10-12T02:09:37Z,NA,Resident,NA
Tangiers,NA,23.6603056,-19.2115804,2014-10-12T02:14:12Z,NA,Resident,NA
Tangiers,NA,23.6594671,-19.211735,2014-10-12T02:19:12Z,NA,Resident,NA
Tangiers,NA,23.659458,-19.2117917,2014-10-12T03:01:45Z,NA,Resident,NA
Tangiers,NA,23.6594459,-19.2117659,2014-10-12T03:10:34Z,NA,Resident,NA
Tangiers,NA,23.6594813,-19.2117338,2014-10-12T03:26:26Z,NA,Resident,NA
Tangiers,NA,23.6581581,-19.2114676,2014-10-12T03:31:25Z,NA,Resident,NA
Tangiers,NA,23.6584019,-19.2113164,2014-10-12T03:36:27Z,NA,Resident,NA
Tangiers,NA,23.6587207,-19.2115949,2014-10-12T03:42:04Z,NA,Resident,NA
Tangiers,NA,23.6591354,-19.2115915,2014-10-12T03:46:40Z,NA,Resident,NA
Tangiers,NA,23.6591269,-19.2116052,2014-10-12T03:51:40Z,NA,Resident,NA
Tangiers,NA,23.6580306,-19.213093,2014-10-12T03:56:40Z,NA,Resident,NA
Tangiers,NA,23.6565965,-19.2148554,2014-10-12T04:01:40Z,NA,Resident,NA
Tangiers,NA,23.655386,-19.2156781,2014-10-12T04:06:40Z,NA,Resident,NA
Tangiers,NA,23.6553969,-19.2169685,2014-10-12T04:11:40Z,NA,Resident,NA
Tangiers,NA,23.6553113,-19.2178632,2014-10-12T04:16:40Z,NA,Resident,NA
Tangiers,NA,23.6555264,-19.2176364,2014-10-12T04:21:40Z,NA,Resident,NA
Tangiers,NA,23.6548188,-19.2185004,2014-10-12T04:26:40Z,NA,Resident,NA
Tangiers,NA,23.6554676,-19.2203058,2014-10-12T04:31:40Z,NA,Resident,NA
Tangiers,NA,23.6544833,-19.221017,2014-10-12T04:36:40Z,NA,Resident,NA
Tangiers,NA,23.6539041,-19.2238156,2014-10-12T04:41:40Z,NA,Resident,NA
Tangiers,NA,23.6555662,-19.2279061,2014-10-12T04:46:40Z,NA,Resident,NA
Tangiers,NA,23.6547677,-19.2314471,2014-10-12T04:51:40Z,NA,Resident,NA
Tangiers,NA,23.6540806,-19.2334971,2014-10-12T04:56:40Z,NA,Resident,NA
Tangiers,NA,23.6540179,-19.2334096,2014-10-12T05:01:43Z,NA,Resident,NA
Tangiers,NA,23.6540378,-19.2335026,2014-10-12T05:16:03Z,NA,Resident,NA
Tangiers,NA,23.6545109,-19.2334305,2014-10-12T05:21:06Z,NA,Resident,NA
Tangiers,NA,23.6545683,-19.2334038,2014-10-12T07:33:37Z,NA,Resident,NA
Tangiers,NA,23.6545418,-19.2334298,2014-10-12T08:08:02Z,NA,Resident,NA
Tangiers,NA,23.6545755,-19.2334048,2014-10-12T09:12:35Z,NA,Resident,NA
Tangiers,NA,23.6540855,-19.2331705,2014-10-12T12:22:19Z,NA,Resident,NA
Tangiers,NA,23.6345826,-19.2163946,2014-10-12T15:59:43Z,NA,Resident,NA
Tangiers,NA,23.6170759,-19.2177901,2014-10-12T16:29:44Z,NA,Resident,NA
Tangiers,NA,23.614534,-19.2209557,2014-10-12T16:34:43Z,NA,Resident,NA
Tangiers,NA,23.6168051,-19.2198697,2014-10-12T16:44:43Z,NA,Resident,NA
Tangiers,NA,23.6071508,-19.2157113,2014-10-12T16:54:43Z,NA,Resident,NA
Tangiers,NA,23.6063796,-19.2166594,2014-10-12T16:59:43Z,NA,Resident,NA
Tangiers,NA,23.606388,-19.2172085,2014-10-12T17:09:43Z,NA,Resident,NA
Tangiers,NA,23.6064252,-19.2172301,2014-10-12T18:10:07Z,NA,Resident,NA
Tangiers,NA,23.606401,-19.2172675,2014-10-12T19:09:52Z,NA,Resident,NA
Tangiers,NA,23.6064019,-19.2172393,2014-10-12T19:41:13Z,NA,Resident,NA
Tangiers,NA,23.6064132,-19.2172126,2014-10-12T19:53:33Z,NA,Resident,NA
Tangiers,NA,23.6063948,-19.217674,2014-10-12T19:58:33Z,NA,Resident,NA
Tangiers,NA,23.6053479,-19.2191567,2014-10-12T20:03:33Z,NA,Resident,NA
Tangiers,NA,23.60562,-19.219224,2014-10-12T20:08:35Z,NA,Resident,NA
